date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:01:58	847/847	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202023%2014:43:19%20GMT	https://baoligroup.club/	C:/My%20Web%20Sites/club/baoligroup.club/index.html	(from )
16:01:58	109/109	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202023%2010:31:57%20GMT	https://baoligroup.club/robots.txt		(from )
16:01:59	4286/4286	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2263dbd9a5-10be%22	https://baoligroup.club/favicon.ico	C:/My%20Web%20Sites/club/baoligroup.club/favicon.ico	(from https://baoligroup.club/)
16:01:59	104732/104732	---MCZ	200	added ('OK')	text/css	etag:W/%2261d81714-1991c%22	https://baoligroup.club/css/app.dfe401fb.css	C:/My%20Web%20Sites/club/baoligroup.club/css/app.dfe401fb.css	(from https://baoligroup.club/)
16:01:59	102123/102123	---MCZ	200	added ('OK')	text/css	etag:W/%2261d81714-18eeb%22	https://baoligroup.club/css/chunk-vendors.cf06751b.css	C:/My%20Web%20Sites/club/baoligroup.club/css/chunk-vendors.cf06751b.css	(from https://baoligroup.club/)
16:02:00	597394/597394	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbcbf0-91d92%22	https://baoligroup.club/js/app.e4c61672.js?id=13	C:/My%20Web%20Sites/club/baoligroup.club/js/app.e4c616726e03.js	(from https://baoligroup.club/)
16:02:00	419598/419598	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d81714-6670e%22	https://baoligroup.club/js/chunk-vendors.45119046.js	C:/My%20Web%20Sites/club/baoligroup.club/js/chunk-vendors.45119046.js	(from https://baoligroup.club/)
16:02:06	597394/597394	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbcbf0-91d92%22	https://baoligroup.club/js/app.e4c61672.js?=1	C:/My%20Web%20Sites/club/baoligroup.club/js/app.e4c61672708a.js	(from https://baoligroup.club/)
